"id","exp_grou","STAI_T_demean","IU_demean","stimulus","trial","fps","phase"
3,2,-1.0781,-24.6719,1,1,-1.043991899,"ACQ"
3,2,-1.0781,-24.6719,1,2,0.147542635,"ACQ"
3,2,-1.0781,-24.6719,1,3,0.136953017,"ACQ"
3,2,-1.0781,-24.6719,1,4,2.378977079,"ACQ"
3,2,-1.0781,-24.6719,1,5,0.12707435,"ACQ"
3,2,-1.0781,-24.6719,1,6,-0.642486722,"ACQ"
3,2,-1.0781,-24.6719,2,1,-0.223591923,"ACQ"
3,2,-1.0781,-24.6719,2,2,0.086319843,"ACQ"
3,2,-1.0781,-24.6719,2,3,1.314608078,"ACQ"
3,2,-1.0781,-24.6719,2,4,-0.466034361,"ACQ"
3,2,-1.0781,-24.6719,2,5,-1.163102112,"ACQ"
3,2,-1.0781,-24.6719,2,6,-0.652267985,"ACQ"
4,1,5.9219,-9.67189999999999,1,1,-0.792690455,"ACQ"
4,1,5.9219,-9.67189999999999,1,2,0.010132858,"ACQ"
4,1,5.9219,-9.67189999999999,1,3,-1.24039858,"ACQ"
4,1,5.9219,-9.67189999999999,1,4,-0.357612283,"ACQ"
4,1,5.9219,-9.67189999999999,1,5,0.487298999,"ACQ"
4,1,5.9219,-9.67189999999999,1,6,-0.695501707,"ACQ"
4,1,5.9219,-9.67189999999999,2,1,NA,"ACQ"
4,1,5.9219,-9.67189999999999,2,2,-0.449366783,"ACQ"
4,1,5.9219,-9.67189999999999,2,3,2.381554346,"ACQ"
4,1,5.9219,-9.67189999999999,2,4,-0.288498503,"ACQ"
4,1,5.9219,-9.67189999999999,2,5,-0.066127655,"ACQ"
4,1,5.9219,-9.67189999999999,2,6,1.011209762,"ACQ"
5,2,-2.0781,-19.6719,1,1,-0.683625757,"ACQ"
5,2,-2.0781,-19.6719,1,2,0.709855087,"ACQ"
5,2,-2.0781,-19.6719,1,3,0.126511519,"ACQ"
5,2,-2.0781,-19.6719,1,4,-0.264602034,"ACQ"
5,2,-2.0781,-19.6719,1,5,-1.233812862,"ACQ"
5,2,-2.0781,-19.6719,1,6,-0.946182906,"ACQ"
5,2,-2.0781,-19.6719,2,1,2.597980236,"ACQ"
5,2,-2.0781,-19.6719,2,2,-0.121912705,"ACQ"
5,2,-2.0781,-19.6719,2,3,-0.409556134,"ACQ"
5,2,-2.0781,-19.6719,2,4,0.592298519,"ACQ"
5,2,-2.0781,-19.6719,2,5,0.112277548,"ACQ"
5,2,-2.0781,-19.6719,2,6,-0.479230513,"ACQ"
6,1,1.9219,4.32810000000001,1,1,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,2,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,3,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,4,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,5,NA,"ACQ"
6,1,1.9219,4.32810000000001,1,6,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,1,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,2,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,3,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,4,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,5,NA,"ACQ"
6,1,1.9219,4.32810000000001,2,6,NA,"ACQ"
7,2,-6.0781,2.32810000000001,1,1,1.967638448,"ACQ"
7,2,-6.0781,2.32810000000001,1,2,0.603841861,"ACQ"
7,2,-6.0781,2.32810000000001,1,3,-0.001471866,"ACQ"
7,2,-6.0781,2.32810000000001,1,4,0.489462112,"ACQ"
7,2,-6.0781,2.32810000000001,1,5,-0.20360921,"ACQ"
7,2,-6.0781,2.32810000000001,1,6,-0.327634252,"ACQ"
7,2,-6.0781,2.32810000000001,2,1,-0.137742215,"ACQ"
7,2,-6.0781,2.32810000000001,2,2,1.236959331,"ACQ"
7,2,-6.0781,2.32810000000001,2,3,-1.073788001,"ACQ"
7,2,-6.0781,2.32810000000001,2,4,-1.285325992,"ACQ"
7,2,-6.0781,2.32810000000001,2,5,-1.414210638,"ACQ"
7,2,-6.0781,2.32810000000001,2,6,0.14588042,"ACQ"
8,1,-2.0781,2.32810000000001,1,1,0.276992362,"ACQ"
8,1,-2.0781,2.32810000000001,1,2,0.089036237,"ACQ"
8,1,-2.0781,2.32810000000001,1,3,1.15952867,"ACQ"
8,1,-2.0781,2.32810000000001,1,4,-1.322246547,"ACQ"
8,1,-2.0781,2.32810000000001,1,5,-0.541412125,"ACQ"
8,1,-2.0781,2.32810000000001,1,6,-1.619520324,"ACQ"
8,1,-2.0781,2.32810000000001,2,1,0.330883533,"ACQ"
8,1,-2.0781,2.32810000000001,2,2,0.715312024,"ACQ"
8,1,-2.0781,2.32810000000001,2,3,0.067965125,"ACQ"
8,1,-2.0781,2.32810000000001,2,4,1.451370332,"ACQ"
8,1,-2.0781,2.32810000000001,2,5,-1.30132739,"ACQ"
8,1,-2.0781,2.32810000000001,2,6,0.693418102,"ACQ"
9,1,-14.0781,15.3281,1,1,-1.3824601,"ACQ"
9,1,-14.0781,15.3281,1,2,0.030931416,"ACQ"
9,1,-14.0781,15.3281,1,3,0.514801673,"ACQ"
9,1,-14.0781,15.3281,1,4,-0.397842907,"ACQ"
9,1,-14.0781,15.3281,1,5,-0.847121997,"ACQ"
9,1,-14.0781,15.3281,1,6,-1.318446848,"ACQ"
9,1,-14.0781,15.3281,2,1,0.792032567,"ACQ"
9,1,-14.0781,15.3281,2,2,1.810791174,"ACQ"
9,1,-14.0781,15.3281,2,3,0.870036174,"ACQ"
9,1,-14.0781,15.3281,2,4,-0.427696525,"ACQ"
9,1,-14.0781,15.3281,2,5,0.983545541,"ACQ"
9,1,-14.0781,15.3281,2,6,-0.628570168,"ACQ"
10,2,-15.0781,-24.6719,1,1,NA,"ACQ"
10,2,-15.0781,-24.6719,1,2,-0.050360764,"ACQ"
10,2,-15.0781,-24.6719,1,3,0.2060673,"ACQ"
10,2,-15.0781,-24.6719,1,4,0.353731026,"ACQ"
10,2,-15.0781,-24.6719,1,5,0.129776154,"ACQ"
10,2,-15.0781,-24.6719,1,6,-1.688338949,"ACQ"
10,2,-15.0781,-24.6719,2,1,0.486165302,"ACQ"
10,2,-15.0781,-24.6719,2,2,1.734275983,"ACQ"
10,2,-15.0781,-24.6719,2,3,-1.027079294,"ACQ"
10,2,-15.0781,-24.6719,2,4,0.474782317,"ACQ"
10,2,-15.0781,-24.6719,2,5,0.750342302,"ACQ"
10,2,-15.0781,-24.6719,2,6,-1.369361378,"ACQ"
11,2,11.9219,18.3281,1,1,0.133704109,"ACQ"
11,2,11.9219,18.3281,1,2,-1.306746912,"ACQ"
11,2,11.9219,18.3281,1,3,1.073033208,"ACQ"
11,2,11.9219,18.3281,1,4,1.382656205,"ACQ"
11,2,11.9219,18.3281,1,5,-0.378359508,"ACQ"
11,2,11.9219,18.3281,1,6,0.052893527,"ACQ"
11,2,11.9219,18.3281,2,1,-0.370145532,"ACQ"
11,2,11.9219,18.3281,2,2,-0.2209744,"ACQ"
11,2,11.9219,18.3281,2,3,-1.518125818,"ACQ"
11,2,11.9219,18.3281,2,4,1.826141593,"ACQ"
11,2,11.9219,18.3281,2,5,-0.417404793,"ACQ"
11,2,11.9219,18.3281,2,6,-0.256671679,"ACQ"
12,2,-3.0781,17.3281,1,1,NA,"ACQ"
12,2,-3.0781,17.3281,1,2,0.594006829,"ACQ"
12,2,-3.0781,17.3281,1,3,0.676818831,"ACQ"
12,2,-3.0781,17.3281,1,4,0.367583008,"ACQ"
12,2,-3.0781,17.3281,1,5,-1.329204024,"ACQ"
12,2,-3.0781,17.3281,1,6,0.33753314,"ACQ"
12,2,-3.0781,17.3281,2,1,0.802504331,"ACQ"
12,2,-3.0781,17.3281,2,2,1.431954392,"ACQ"
12,2,-3.0781,17.3281,2,3,-1.418186662,"ACQ"
12,2,-3.0781,17.3281,2,4,0.556216367,"ACQ"
12,2,-3.0781,17.3281,2,5,-1.254019572,"ACQ"
12,2,-3.0781,17.3281,2,6,-0.765206642,"ACQ"
13,2,-1.0781,10.3281,1,1,1.410696677,"ACQ"
13,2,-1.0781,10.3281,1,2,-0.291773937,"ACQ"
13,2,-1.0781,10.3281,1,3,1.471527268,"ACQ"
13,2,-1.0781,10.3281,1,4,-0.119918892,"ACQ"
13,2,-1.0781,10.3281,1,5,0.763663405,"ACQ"
13,2,-1.0781,10.3281,1,6,0.572658229,"ACQ"
13,2,-1.0781,10.3281,2,1,0.686223044,"ACQ"
13,2,-1.0781,10.3281,2,2,-0.112404948,"ACQ"
13,2,-1.0781,10.3281,2,3,-1.247485064,"ACQ"
13,2,-1.0781,10.3281,2,4,-0.498125536,"ACQ"
13,2,-1.0781,10.3281,2,5,-1.510214253,"ACQ"
13,2,-1.0781,10.3281,2,6,-1.124845993,"ACQ"
14,1,-2.0781,-10.6719,1,1,0.900647211,"ACQ"
14,1,-2.0781,-10.6719,1,2,0.573698836,"ACQ"
14,1,-2.0781,-10.6719,1,3,0.960678583,"ACQ"
14,1,-2.0781,-10.6719,1,4,-0.618095796,"ACQ"
14,1,-2.0781,-10.6719,1,5,0.026656607,"ACQ"
14,1,-2.0781,-10.6719,1,6,-0.590801868,"ACQ"
14,1,-2.0781,-10.6719,2,1,-0.707098485,"ACQ"
14,1,-2.0781,-10.6719,2,2,1.363841463,"ACQ"
14,1,-2.0781,-10.6719,2,3,0.848797952,"ACQ"
14,1,-2.0781,-10.6719,2,4,-1.779358625,"ACQ"
14,1,-2.0781,-10.6719,2,5,NA,"ACQ"
14,1,-2.0781,-10.6719,2,6,-0.978965878,"ACQ"
15,2,11.9219,8.32810000000001,1,1,1.97996231,"ACQ"
15,2,11.9219,8.32810000000001,1,2,NA,"ACQ"
15,2,11.9219,8.32810000000001,1,3,0.466366339,"ACQ"
15,2,11.9219,8.32810000000001,1,4,NA,"ACQ"
15,2,11.9219,8.32810000000001,1,5,-0.513819214,"ACQ"
15,2,11.9219,8.32810000000001,1,6,-1.64219027,"ACQ"
15,2,11.9219,8.32810000000001,2,1,-0.036525375,"ACQ"
15,2,11.9219,8.32810000000001,2,2,0.72125837,"ACQ"
15,2,11.9219,8.32810000000001,2,3,-0.25859771,"ACQ"
15,2,11.9219,8.32810000000001,2,4,-0.526123943,"ACQ"
15,2,11.9219,8.32810000000001,2,5,-0.190330508,"ACQ"
15,2,11.9219,8.32810000000001,2,6,NA,"ACQ"
16,1,2.9219,12.3281,1,1,-0.741955123,"ACQ"
16,1,2.9219,12.3281,1,2,1.493476657,"ACQ"
16,1,2.9219,12.3281,1,3,0.063098825,"ACQ"
16,1,2.9219,12.3281,1,4,-0.178713264,"ACQ"
16,1,2.9219,12.3281,1,5,0.589686048,"ACQ"
16,1,2.9219,12.3281,1,6,1.30492202,"ACQ"
16,1,2.9219,12.3281,2,1,-1.946572838,"ACQ"
16,1,2.9219,12.3281,2,2,0.919602685,"ACQ"
16,1,2.9219,12.3281,2,3,-1.094973979,"ACQ"
16,1,2.9219,12.3281,2,4,-0.360801715,"ACQ"
16,1,2.9219,12.3281,2,5,0.26547438,"ACQ"
16,1,2.9219,12.3281,2,6,-0.313243695,"ACQ"
17,1,-1.0781,18.3281,1,1,-0.407957131,"ACQ"
17,1,-1.0781,18.3281,1,2,-0.079530324,"ACQ"
17,1,-1.0781,18.3281,1,3,0.491086077,"ACQ"
17,1,-1.0781,18.3281,1,4,0.795394627,"ACQ"
17,1,-1.0781,18.3281,1,5,-0.499724448,"ACQ"
17,1,-1.0781,18.3281,1,6,-0.78530574,"ACQ"
17,1,-1.0781,18.3281,2,1,1.034342111,"ACQ"
17,1,-1.0781,18.3281,2,2,2.149119162,"ACQ"
17,1,-1.0781,18.3281,2,3,-1.417431761,"ACQ"
17,1,-1.0781,18.3281,2,4,0.093032002,"ACQ"
17,1,-1.0781,18.3281,2,5,-1.15451622,"ACQ"
17,1,-1.0781,18.3281,2,6,-0.218508355,"ACQ"
20,1,6.9219,30.3281,1,1,0.980647109,"ACQ"
20,1,6.9219,30.3281,1,2,1.231671156,"ACQ"
20,1,6.9219,30.3281,1,3,-0.417497177,"ACQ"
20,1,6.9219,30.3281,1,4,-1.369626902,"ACQ"
20,1,6.9219,30.3281,1,5,-0.616236348,"ACQ"
20,1,6.9219,30.3281,1,6,-0.293303792,"ACQ"
20,1,6.9219,30.3281,2,1,1.311819416,"ACQ"
20,1,6.9219,30.3281,2,2,-1.096391316,"ACQ"
20,1,6.9219,30.3281,2,3,NA,"ACQ"
20,1,6.9219,30.3281,2,4,0.857735781,"ACQ"
20,1,6.9219,30.3281,2,5,NA,"ACQ"
20,1,6.9219,30.3281,2,6,-0.588817925,"ACQ"
21,2,-8.0781,-10.6719,1,1,NA,"ACQ"
21,2,-8.0781,-10.6719,1,2,2.027058148,"ACQ"
21,2,-8.0781,-10.6719,1,3,-0.510336986,"ACQ"
21,2,-8.0781,-10.6719,1,4,-1.238732849,"ACQ"
21,2,-8.0781,-10.6719,1,5,-0.209913723,"ACQ"
21,2,-8.0781,-10.6719,1,6,-0.036778697,"ACQ"
21,2,-8.0781,-10.6719,2,1,-0.299012171,"ACQ"
21,2,-8.0781,-10.6719,2,2,0.00427886,"ACQ"
21,2,-8.0781,-10.6719,2,3,-1.127531811,"ACQ"
21,2,-8.0781,-10.6719,2,4,0.09441738,"ACQ"
21,2,-8.0781,-10.6719,2,5,NA,"ACQ"
21,2,-8.0781,-10.6719,2,6,1.296551849,"ACQ"
22,2,-10.0781,-22.6719,1,1,-0.593748892,"ACQ"
22,2,-10.0781,-22.6719,1,2,-0.295207773,"ACQ"
22,2,-10.0781,-22.6719,1,3,0.933702243,"ACQ"
22,2,-10.0781,-22.6719,1,4,1.350583548,"ACQ"
22,2,-10.0781,-22.6719,1,5,0.525735116,"ACQ"
22,2,-10.0781,-22.6719,1,6,0.603255299,"ACQ"
22,2,-10.0781,-22.6719,2,1,1.375097538,"ACQ"
22,2,-10.0781,-22.6719,2,2,0.456232849,"ACQ"
22,2,-10.0781,-22.6719,2,3,-0.975355467,"ACQ"
22,2,-10.0781,-22.6719,2,4,-0.856547584,"ACQ"
22,2,-10.0781,-22.6719,2,5,-0.904492968,"ACQ"
22,2,-10.0781,-22.6719,2,6,-1.619253909,"ACQ"
23,2,-9.0781,-25.6719,1,1,0.224153699,"ACQ"
23,2,-9.0781,-25.6719,1,2,-0.244647696,"ACQ"
23,2,-9.0781,-25.6719,1,3,-0.85386373,"ACQ"
23,2,-9.0781,-25.6719,1,4,0.814790226,"ACQ"
23,2,-9.0781,-25.6719,1,5,-0.197849547,"ACQ"
23,2,-9.0781,-25.6719,1,6,1.714133702,"ACQ"
23,2,-9.0781,-25.6719,2,1,NA,"ACQ"
23,2,-9.0781,-25.6719,2,2,-1.968852865,"ACQ"
23,2,-9.0781,-25.6719,2,3,1.06447906,"ACQ"
23,2,-9.0781,-25.6719,2,4,-0.366612935,"ACQ"
23,2,-9.0781,-25.6719,2,5,-0.516177686,"ACQ"
23,2,-9.0781,-25.6719,2,6,0.330447771,"ACQ"
24,1,6.9219,2.32810000000001,1,1,-0.797156402,"ACQ"
24,1,6.9219,2.32810000000001,1,2,-1.40225923,"ACQ"
24,1,6.9219,2.32810000000001,1,3,NA,"ACQ"
24,1,6.9219,2.32810000000001,1,4,0.696451346,"ACQ"
24,1,6.9219,2.32810000000001,1,5,NA,"ACQ"
24,1,6.9219,2.32810000000001,1,6,-0.67766369,"ACQ"
24,1,6.9219,2.32810000000001,2,1,-0.395469364,"ACQ"
24,1,6.9219,2.32810000000001,2,2,1.68631272,"ACQ"
24,1,6.9219,2.32810000000001,2,3,0.322443877,"ACQ"
24,1,6.9219,2.32810000000001,2,4,1.411813763,"ACQ"
24,1,6.9219,2.32810000000001,2,5,-0.413988408,"ACQ"
24,1,6.9219,2.32810000000001,2,6,-0.430484613,"ACQ"
25,1,-9.0781,-6.67189999999999,1,1,1.651119516,"ACQ"
25,1,-9.0781,-6.67189999999999,1,2,0.072985391,"ACQ"
25,1,-9.0781,-6.67189999999999,1,3,-0.186626407,"ACQ"
25,1,-9.0781,-6.67189999999999,1,4,-0.35091317,"ACQ"
25,1,-9.0781,-6.67189999999999,1,5,-0.627945646,"ACQ"
25,1,-9.0781,-6.67189999999999,1,6,-0.882681837,"ACQ"
25,1,-9.0781,-6.67189999999999,2,1,1.35913586,"ACQ"
25,1,-9.0781,-6.67189999999999,2,2,1.318560085,"ACQ"
25,1,-9.0781,-6.67189999999999,2,3,0.159547776,"ACQ"
25,1,-9.0781,-6.67189999999999,2,4,-1.512852981,"ACQ"
25,1,-9.0781,-6.67189999999999,2,5,0.017863597,"ACQ"
25,1,-9.0781,-6.67189999999999,2,6,-1.018192185,"ACQ"
26,2,9.9219,19.3281,1,1,-0.151338612,"ACQ"
26,2,9.9219,19.3281,1,2,2.728103693,"ACQ"
26,2,9.9219,19.3281,1,3,0.40659231,"ACQ"
26,2,9.9219,19.3281,1,4,-0.538899952,"ACQ"
26,2,9.9219,19.3281,1,5,-0.164299419,"ACQ"
26,2,9.9219,19.3281,1,6,-0.85987207,"ACQ"
26,2,9.9219,19.3281,2,1,-0.078881646,"ACQ"
26,2,9.9219,19.3281,2,2,-0.559249786,"ACQ"
26,2,9.9219,19.3281,2,3,NA,"ACQ"
26,2,9.9219,19.3281,2,4,-0.219647339,"ACQ"
26,2,9.9219,19.3281,2,5,0.346045131,"ACQ"
26,2,9.9219,19.3281,2,6,-0.908552311,"ACQ"
27,1,-8.0781,-0.671899999999994,1,1,NA,"ACQ"
27,1,-8.0781,-0.671899999999994,1,2,0.882502095,"ACQ"
27,1,-8.0781,-0.671899999999994,1,3,0.978282264,"ACQ"
27,1,-8.0781,-0.671899999999994,1,4,-0.245516805,"ACQ"
27,1,-8.0781,-0.671899999999994,1,5,-1.00418268,"ACQ"
27,1,-8.0781,-0.671899999999994,1,6,0.465642855,"ACQ"
27,1,-8.0781,-0.671899999999994,2,1,0.252390698,"ACQ"
27,1,-8.0781,-0.671899999999994,2,2,1.400215378,"ACQ"
27,1,-8.0781,-0.671899999999994,2,3,0.769155621,"ACQ"
27,1,-8.0781,-0.671899999999994,2,4,-1.026536546,"ACQ"
27,1,-8.0781,-0.671899999999994,2,5,-0.87980801,"ACQ"
27,1,-8.0781,-0.671899999999994,2,6,-1.592144869,"ACQ"
28,1,-0.0780999999999992,12.3281,1,1,-0.694881736,"ACQ"
28,1,-0.0780999999999992,12.3281,1,2,0.772059756,"ACQ"
28,1,-0.0780999999999992,12.3281,1,3,0.034997926,"ACQ"
28,1,-0.0780999999999992,12.3281,1,4,-0.916204852,"ACQ"
28,1,-0.0780999999999992,12.3281,1,5,-0.506388374,"ACQ"
28,1,-0.0780999999999992,12.3281,1,6,-0.519167838,"ACQ"
28,1,-0.0780999999999992,12.3281,2,1,-0.242145572,"ACQ"
28,1,-0.0780999999999992,12.3281,2,2,0.736229852,"ACQ"
28,1,-0.0780999999999992,12.3281,2,3,NA,"ACQ"
28,1,-0.0780999999999992,12.3281,2,4,2.258660909,"ACQ"
28,1,-0.0780999999999992,12.3281,2,5,-0.923160072,"ACQ"
28,1,-0.0780999999999992,12.3281,2,6,NA,"ACQ"
29,2,3.9219,-19.6719,1,1,0.014222981,"ACQ"
29,2,3.9219,-19.6719,1,2,1.286414313,"ACQ"
29,2,3.9219,-19.6719,1,3,0.010101669,"ACQ"
29,2,3.9219,-19.6719,1,4,0.737647811,"ACQ"
29,2,3.9219,-19.6719,1,5,2.290467692,"ACQ"
29,2,3.9219,-19.6719,1,6,-0.382643746,"ACQ"
29,2,3.9219,-19.6719,2,1,0.053445139,"ACQ"
29,2,3.9219,-19.6719,2,2,-1.063854249,"ACQ"
29,2,3.9219,-19.6719,2,3,-0.910123911,"ACQ"
29,2,3.9219,-19.6719,2,4,-0.612641583,"ACQ"
29,2,3.9219,-19.6719,2,5,-0.880689153,"ACQ"
29,2,3.9219,-19.6719,2,6,-0.542346962,"ACQ"
30,2,-8.0781,-12.6719,1,1,-1.040790869,"ACQ"
30,2,-8.0781,-12.6719,1,2,1.007292998,"ACQ"
30,2,-8.0781,-12.6719,1,3,-0.089965008,"ACQ"
30,2,-8.0781,-12.6719,1,4,0.504316498,"ACQ"
30,2,-8.0781,-12.6719,1,5,-1.278310329,"ACQ"
30,2,-8.0781,-12.6719,1,6,-0.526022484,"ACQ"
30,2,-8.0781,-12.6719,2,1,1.135003286,"ACQ"
30,2,-8.0781,-12.6719,2,2,NA,"ACQ"
30,2,-8.0781,-12.6719,2,3,1.685865239,"ACQ"
30,2,-8.0781,-12.6719,2,4,0.259724872,"ACQ"
30,2,-8.0781,-12.6719,2,5,-0.547430273,"ACQ"
30,2,-8.0781,-12.6719,2,6,-1.10968393,"ACQ"
31,1,-9.0781,-11.6719,1,1,-0.908058596,"ACQ"
31,1,-9.0781,-11.6719,1,2,0.069890981,"ACQ"
31,1,-9.0781,-11.6719,1,3,0.406986384,"ACQ"
31,1,-9.0781,-11.6719,1,4,0.660310822,"ACQ"
31,1,-9.0781,-11.6719,1,5,1.102079206,"ACQ"
31,1,-9.0781,-11.6719,1,6,-1.310838176,"ACQ"
31,1,-9.0781,-11.6719,2,1,1.586744661,"ACQ"
31,1,-9.0781,-11.6719,2,2,0.606810695,"ACQ"
31,1,-9.0781,-11.6719,2,3,0.819853141,"ACQ"
31,1,-9.0781,-11.6719,2,4,-1.084978663,"ACQ"
31,1,-9.0781,-11.6719,2,5,-1.004349515,"ACQ"
31,1,-9.0781,-11.6719,2,6,-0.94445094,"ACQ"
32,2,-4.0781,-15.6719,1,1,-0.527378447,"ACQ"
32,2,-4.0781,-15.6719,1,2,1.330976207,"ACQ"
32,2,-4.0781,-15.6719,1,3,0.240705452,"ACQ"
32,2,-4.0781,-15.6719,1,4,1.029203387,"ACQ"
32,2,-4.0781,-15.6719,1,5,1.990777108,"ACQ"
32,2,-4.0781,-15.6719,1,6,-1.417552804,"ACQ"
32,2,-4.0781,-15.6719,2,1,-0.676945706,"ACQ"
32,2,-4.0781,-15.6719,2,2,0.023362303,"ACQ"
32,2,-4.0781,-15.6719,2,3,-0.711405705,"ACQ"
32,2,-4.0781,-15.6719,2,4,-0.821559713,"ACQ"
32,2,-4.0781,-15.6719,2,5,0.009473816,"ACQ"
32,2,-4.0781,-15.6719,2,6,-0.469655898,"ACQ"
33,1,20.9219,13.3281,1,1,NA,"ACQ"
33,1,20.9219,13.3281,1,2,0.0487794,"ACQ"
33,1,20.9219,13.3281,1,3,-0.045842554,"ACQ"
33,1,20.9219,13.3281,1,4,-1.657368449,"ACQ"
33,1,20.9219,13.3281,1,5,0.22271533,"ACQ"
33,1,20.9219,13.3281,1,6,2.02587295,"ACQ"
33,1,20.9219,13.3281,2,1,0.817419882,"ACQ"
33,1,20.9219,13.3281,2,2,-1.295295242,"ACQ"
33,1,20.9219,13.3281,2,3,-0.653958279,"ACQ"
33,1,20.9219,13.3281,2,4,0.544664366,"ACQ"
33,1,20.9219,13.3281,2,5,0.107356163,"ACQ"
33,1,20.9219,13.3281,2,6,-0.114343566,"ACQ"
34,1,-12.0781,12.3281,1,1,-0.966138445,"ACQ"
34,1,-12.0781,12.3281,1,2,NA,"ACQ"
34,1,-12.0781,12.3281,1,3,0.251383952,"ACQ"
34,1,-12.0781,12.3281,1,4,0.457509318,"ACQ"
34,1,-12.0781,12.3281,1,5,0.655116571,"ACQ"
34,1,-12.0781,12.3281,1,6,-2.01166906,"ACQ"
34,1,-12.0781,12.3281,2,1,NA,"ACQ"
34,1,-12.0781,12.3281,2,2,1.086794334,"ACQ"
34,1,-12.0781,12.3281,2,3,0.336462457,"ACQ"
34,1,-12.0781,12.3281,2,4,0.84986359,"ACQ"
34,1,-12.0781,12.3281,2,5,-1.065911131,"ACQ"
34,1,-12.0781,12.3281,2,6,0.406588414,"ACQ"
35,1,20.9219,14.3281,1,1,-1.565204887,"ACQ"
35,1,20.9219,14.3281,1,2,-0.064328734,"ACQ"
35,1,20.9219,14.3281,1,3,0.383637782,"ACQ"
35,1,20.9219,14.3281,1,4,0.293946304,"ACQ"
35,1,20.9219,14.3281,1,5,-0.26097145,"ACQ"
35,1,20.9219,14.3281,1,6,-1.197153974,"ACQ"
35,1,20.9219,14.3281,2,1,-1.183296323,"ACQ"
35,1,20.9219,14.3281,2,2,-0.064836596,"ACQ"
35,1,20.9219,14.3281,2,3,1.742812842,"ACQ"
35,1,20.9219,14.3281,2,4,0.239372834,"ACQ"
35,1,20.9219,14.3281,2,5,1.511626059,"ACQ"
35,1,20.9219,14.3281,2,6,0.164396144,"ACQ"
36,1,8.9219,-1.67189999999999,1,1,-0.127912859,"ACQ"
36,1,8.9219,-1.67189999999999,1,2,0.3226561,"ACQ"
36,1,8.9219,-1.67189999999999,1,3,0.931619633,"ACQ"
36,1,8.9219,-1.67189999999999,1,4,0.662035968,"ACQ"
36,1,8.9219,-1.67189999999999,1,5,1.95046576,"ACQ"
36,1,8.9219,-1.67189999999999,1,6,-0.696857079,"ACQ"
36,1,8.9219,-1.67189999999999,2,1,0.052960689,"ACQ"
36,1,8.9219,-1.67189999999999,2,2,0.328315495,"ACQ"
36,1,8.9219,-1.67189999999999,2,3,-0.685336425,"ACQ"
36,1,8.9219,-1.67189999999999,2,4,-1.703330758,"ACQ"
36,1,8.9219,-1.67189999999999,2,5,-1.313098702,"ACQ"
36,1,8.9219,-1.67189999999999,2,6,0.278482178,"ACQ"
37,2,2.9219,23.3281,1,1,-0.274214618,"ACQ"
37,2,2.9219,23.3281,1,2,0.24228294,"ACQ"
37,2,2.9219,23.3281,1,3,2.489244669,"ACQ"
37,2,2.9219,23.3281,1,4,-0.702846019,"ACQ"
37,2,2.9219,23.3281,1,5,-0.532377171,"ACQ"
37,2,2.9219,23.3281,1,6,NA,"ACQ"
37,2,2.9219,23.3281,2,1,-0.183963261,"ACQ"
37,2,2.9219,23.3281,2,2,0.237349805,"ACQ"
37,2,2.9219,23.3281,2,3,-0.58495113,"ACQ"
37,2,2.9219,23.3281,2,4,1.007487268,"ACQ"
37,2,2.9219,23.3281,2,5,-0.889928675,"ACQ"
37,2,2.9219,23.3281,2,6,-0.808083808,"ACQ"
38,2,-3.0781,23.3281,1,1,2.205250791,"ACQ"
38,2,-3.0781,23.3281,1,2,-0.173186272,"ACQ"
38,2,-3.0781,23.3281,1,3,-0.409000804,"ACQ"
38,2,-3.0781,23.3281,1,4,-0.801528431,"ACQ"
38,2,-3.0781,23.3281,1,5,NA,"ACQ"
38,2,-3.0781,23.3281,1,6,-0.625701005,"ACQ"
38,2,-3.0781,23.3281,2,1,-0.125855923,"ACQ"
38,2,-3.0781,23.3281,2,2,0.217502931,"ACQ"
38,2,-3.0781,23.3281,2,3,NA,"ACQ"
38,2,-3.0781,23.3281,2,4,1.27231278,"ACQ"
38,2,-3.0781,23.3281,2,5,-0.840056888,"ACQ"
38,2,-3.0781,23.3281,2,6,-0.719737179,"ACQ"
39,1,11.9219,-1.67189999999999,1,1,-1.330958001,"ACQ"
39,1,11.9219,-1.67189999999999,1,2,-1.325989698,"ACQ"
39,1,11.9219,-1.67189999999999,1,3,0.682826328,"ACQ"
39,1,11.9219,-1.67189999999999,1,4,-0.701148841,"ACQ"
39,1,11.9219,-1.67189999999999,1,5,0.330458872,"ACQ"
39,1,11.9219,-1.67189999999999,1,6,-1.150686306,"ACQ"
39,1,11.9219,-1.67189999999999,2,1,0.185197227,"ACQ"
39,1,11.9219,-1.67189999999999,2,2,0.642276994,"ACQ"
39,1,11.9219,-1.67189999999999,2,3,0.309105675,"ACQ"
39,1,11.9219,-1.67189999999999,2,4,0.046315716,"ACQ"
39,1,11.9219,-1.67189999999999,2,5,2.120817811,"ACQ"
39,1,11.9219,-1.67189999999999,2,6,0.191784222,"ACQ"
